,ticker,name,slug,marketcap,sector,category,tagline,desc,symbol
246,RAMP,RAMP,ramp,110196220.25690901,Interoperability,Financial,,,RAMP
247,AION,The Open Application Network,the-open-application-network,108355908.9278591,Smart Contract Platforms,Infrastructure,"An open-source, public infrastructure for the creation and hosting of Open Apps","The Open Application Network (The OAN) is an open-source public infrastructure for the creation and hosting of Open Apps. Open Apps are programs built on open standards that strive to put users back in control and are universally accessible across platforms. Aion is the digital asset of The OAN and is used to secure and access The OAN. As a public infrastructure, a global community of individuals, software companies, and institutions secure and maintain the operations of The OAN. These functions are enabled and incentivized using Aion.",AION
248,ATRI,Atari,atari,107396528.42294398,,,,,ATRI
249,RLY,Rally,rally,105665661.37302226,Tokenization,Media and Entertainment,Creators building next-gen engagement economies,,RLY
250,MFT,Mainframe,mainframe,105173219.09774242,Lending,Financial,,"The Mainframe Lending Protocol allows anyone to borrow against their crypto. Mainframe uses a bond-like instrument, representing an on-chain obligation that settles on a specific future date enabling fixed-rate lending and borrowing. ",MFT
251,TRB,Tellor,tellor,101458058.54659884,Data Management,Infrastructure,,,TRB
252,CHR,Chromia,chromia,100199310.80175766,Application Development,Infrastructure,,Chromia is creating a platform with a technical solution that combines blockchain and traditional relational databases to allow users to create decentralized applications. ,CHR
253,LOC,LockTrip,locktrip,99801615.10441504,Payment Platforms,Payments,,,LOC
254,BURGER,Burger Swap,burger-swap,99602655.95324802,,,,,BURGER
255,GAS,NEO GAS,neo-gas,97136479.29462801,Smart Contract Platforms,Infrastructure,,,GAS
256,TROY,Troy Trade,troy-trade,96122116.79832047,Asset Management,Financial,,"Troy Trade is a prime broker that focuses on crypto trading and asset management. It provides crypto brokerage services for institutional clients and traders, including spot and margin trading, derivatives, data, custody, lending, and staking.",TROY
257,BCN,Bytecoin,bytecoin,94210269.43824255,Currencies,Payments,Private peer-to-peer electronic cash,Bytecoin is a privacy-focused peer-to-peer cryptocurrency implementation of CryptoNote. ,BCN
258,SNM,SONM,sonm,93483291.77144913,Shared Compute,Services,Decentralized computing,"Sonm is a blockchain network that provides cloud services based on distributed customer level hardware (i.e. PCs, mining equipment, and servers). Individuals can either rent out their own hardware or use someone’s computing power in exchange for the SONM blockchain's native cryptocurrency. ",SNM
259,LOOM,Loom Network,loom-network,93318011.77968743,Enterprise and BaaS,Infrastructure,Sidechains for blockchain games,"Loom Network is a Layer-2 sidechain focused on supporting data management solutions for healthcare providers and government departments. The project was once a scaling solution for Ethereum that became a popular platform for blockchain-based games as they tend to require more throughput and lower fees. Loom has since shifted to enterprise use-cases, claiming that incentivizing dApp developers to join a new network was not an ideal growth strategy. Loom's primary chain, called Basechain, uses a delegated Proof-of-Stake (DPoS) model to validate transactions and secure the network.",LOOM
260,DDX,DerivaDAO,derivadao,91463211.29425798,Decentralized exchanges,Financial,DDX is the native token of DerivaDEX and the governance token of the DerivaDAO,,DDX
261,FIRO,Firo,firo,90966201.8160946,Currencies,Payments,Privacy focused payments protocol,"Firo, formerly known as Zcoin, is a privacy focused cryptocurrency that utilizes zero-knowledge proofs which allows users to destroy coins and then redeem them later for brand new ones with no transaction history.

Its research created the Lelantus privacy protocol which supports high anonymity sets without requiring trusted setup and relying only on standard cryptographic assumptions. Lelantus' innovation in combining one-out-of-many proofs with hidden amounts have also been used in Monero's Triptych protocol and Beam's Lelantus-MW. Firo also utilises Dandelion++ to obscure the originating IP of transactions without relying on a external services such as Tor/i2P.

Firo developed and utilizes Merkle Tree Proofs (MTP) as its Proof-of-Work algorithm which aims to be memory hard with fast verification to encourage mining using commodity hardware. The blockchain is also further secured with LLMQ ChainLocks. The Firo blockchain was used in the Thai Democrat Party Elections in 2018 to elect its party leader with over 127,000+ votes cast nationwide.",FIRO
262,PNK,Kleros,kleros-1,89581506.83732249,,,Arbitration platform,,PNK
263,LIT,Lithiumcoin,lithiumcoin,,,,,,LIT
264,SUPER,SuperCoin,supercoin,47332094.71949662,,,,,SUPER
265,SLP,Small Love Potion,small-love-potion,88195382.41602872,Gaming,Media and Entertainment,,,SLP
266,UOS,Ultra,ultra,87868108.69505613,Gaming,Media and Entertainment,A new era for gamers,"Ultra is an entertainment platform providing a variety of games industry services under a single roof, accessible through a single login. Gamers are able to discover, buy, and play games, watch live-streaming feeds, interact with their favorite influencers, participate in contests, compete in tournaments, and more.",UOS
267,,Game Protocol,game-protocol,,,,Decentralized gaming ecosystem,,
268,IRIS,IRISnet,iris-network,84682475.5353967,Interoperability,Infrastructure,"An interchain service infrastructure and protocol, built on Cosmos. ","IRISnet is a service infrastructure and protocol built using the Cosmos SDK and Tendermint consensus layer. The aims to be one of the first regional Cosmos network hubs outside of the Cosmos Hub. The IRIS Hub, an independent Proof-of-Stake (PoS) blockchain, will serve as the ""center"" of the IRIS network that will connect the other zones within the IRIS network both to each other and to the greater Cosmos ecosystem. IRISnet's service infrastructure and modules for adjacent zones will aim to support DeFi applications.",IRIS
269,GALA,Gala,gala,84156007.81548649,,,,,GALA
270,NRG,Energi,energi,83249099.40524134,Smart Contract Platforms,Financial,A Proof-of-Stake smart contract platform designed to leverage Ethereum applications,"Launched in April 2018, Energi is a <a href=""https://messari.io/resource/proof-of-stake"">Proof of Stake (PoS)</a> cryptocurrency featuring decentralized governance, masternodes, and a treasury that funds a team of professionals. With a smart contract platform upgrade slated for Q4 2019, Energi 3.0 plans to support existing dApps written for Ethereum.",NRG
271,MXC,MXC,machine-xchange-coin,83096893.87442459,,,,,MXC
272,EURS,Stasis Euro,stasis-euro,83072820.44704628,Stablecoins,Financial,A full-reserve backed Euro stablecoin,"Stasis Euro is a Euro stablecoin backed 1-for-1 by verifiable and auditable currency reserves.
",EURS
273,REQ,Request Network,request-network,82185951.42331822,Misc,Financial,Payment requests platform,,REQ
274,CRU,Curium,curium,,,,,,CRU
275,EXRD,RADIX,radix,81661424.5479625,Smart Contract Platforms,Infrastructure,,"Radix is a public, decentralized ledger built to support the creation of applications, with a focus on decentralized finance (DeFi) use cases. It uses a new consensus algorithm called Cerberus to help secure the network while giving it a higher level of performance (i.e., scalability) that could be desirable to specific applications. Radix also features its own smart contract execution environment (i.e., virtual machine) dubbed the Radix Engine, which allows developers to map business assets to pre-built Radix components. The project is aiming to be an alternative base layer to blockchains like Ethereum for DeFi applications. Radix has a native token, XRD, that holders can use to participate in the network's Proof-of-Stake (PoS) consensus mechanism and earn inflation rewards. Radix's current token, e-Radix or eXRD, is a placeholder ERC-20 token on Ethereum that will eventually be exchanged for mainnet XRD tokens.",EXRD
276,LAMB,Lambda,lambda,81568229.25464013,File Storage,Services,Decentralized cloud storage,,LAMB
277,GRS,Groestlcoin,groestlcoin,81141659.15207836,Currencies,Payments,"Low-fee, privacy focused transactions",Groestlcoin is a PoW blockchain focused on low-fee transactions and privacy. The project was launched in 2014 and allows for SEGWIT and Lightning network transactions.,GRS
278,ELA,Elastos,elastos,79703994.98928425,Data management,Infrastructure,Content focused decentralized internet,"Elastos is a blockchain project that aims to create a ""decentralized internet"" for content such as articles, movies, and games. Digital IDs are used to manage ownership on the platform. ",ELA
279,RGT,Rari Governance Token,rari-governance-token,78844188.23400089,Asset Management,Financial,Governance token native to the Rari Protocol,,RGT
280,LON,Tokenlon,tokenlon,78457009.2570544,Decentralized Exchanges,Financial,,Tokenlon is a decentralized exchange and payment settlement protocol based on an improved off-chain Request for Quotation (RFQ) architecture built on the 0x protocol.,LON
281,TT,Thunder Token,thunder-token,76285178.52793513,Smart Contract Platforms,Infrastructure,A high-throughput EVM compatible blockchain ,"ThunderCore combines a centralized approach with a decentralized approach to achieve the scalability and speed of centralized approaches, while maintaining the decentralized nature of the blockchain",TT
